Recipient Balochi BantuKenya BantuSouthAfrica Druze EastSicilian English Hadza Han Ireland Japanese Makrani Mandenka Maya Naxi Russian Sardinian Saudi Scottish She Sindhi Surui Syrian Turkish UAE Uygur Yemeni
Russian6 12.046 1.695 1.043 27.813 10.235 5.047 0.291 11.039 11.724 7.880 13.843 3.721 8.466 2.364 46.505 32.085 5.268 6.833 2.889 14.841 3.488 10.991 15.667 5.054 5.932 1.862
Russian7 14.287 1.390 0.771 27.111 8.484 6.960 0.468 10.871 8.941 10.661 13.172 2.803 10.195 2.831 58.201 21.428 5.733 6.817 3.594 12.089 2.742 10.357 13.798 6.445 6.319 2.153
Russian8 13.962 1.597 1.098 27.561 7.804 9.768 0.430 9.804 10.519 9.313 11.945 2.718 8.295 2.759 44.653 25.776 6.165 9.396 3.114 18.762 2.947 11.126 14.375 6.580 6.341 1.815
Russian9 15.712 1.820 0.848 24.154 5.861 9.765 0.385 13.389 8.094 10.463 14.201 2.285 8.760 2.356 56.547 21.465 3.813 8.778 3.176 15.670 3.301 9.813 15.805 3.600 6.426 2.137
Russian10 13.142 1.457 0.984 30.034 8.808 8.647 0.375 10.991 8.294 8.703 14.498 3.272 8.941 2.895 49.990 24.533 6.248 7.325 3.717 13.980 2.030 11.248 14.578 5.795 5.403 2.735
Russian11 11.579 1.269 0.894 25.898 7.233 6.407 0.405 11.703 8.582 10.180 12.001 2.908 8.788 3.291 47.947 30.638 6.978 7.596 3.289 14.994 2.277 12.550 15.652 5.890 7.834 1.841
Russian12 12.406 1.190 0.801 27.832 7.641 7.666 0.394 13.068 12.068 10.748 11.612 2.570 10.817 3.921 53.448 23.794 6.043 6.727 3.574 13.106 4.355 9.119 11.882 5.216 5.943 2.681
Russian13 13.070 1.376 1.264 26.915 8.083 8.239 0.458 12.155 10.344 9.086 11.870 2.939 10.631 4.998 52.048 23.863 7.350 7.441 3.864 13.326 2.889 8.504 12.846 5.631 7.406 2.025
Russian14 12.779 1.445 0.994 26.019 7.464 6.392 0.470 11.724 9.061 11.607 16.688 2.927 10.245 3.914 43.629 23.679 5.107 5.914 3.273 17.108 3.674 10.899 19.727 5.052 6.482 2.352
Russian15 14.415 1.382 1.046 25.408 8.864 5.036 0.306 11.108 9.789 9.091 16.057 2.692 7.795 2.584 60.183 21.564 6.142 8.157 4.015 13.904 2.811 13.039 11.803 4.423 6.039 0.969
Russian16 14.652 1.448 0.824 24.486 8.997 6.156 0.478 12.442 7.925 11.257 15.129 2.549 9.855 2.723 48.199 29.197 5.124 8.245 3.051 15.696 3.189 9.266 12.379 6.287 6.484 2.585
Russian17 15.048 1.448 0.896 25.544 9.568 7.588 0.675 12.106 5.889 10.317 15.874 2.743 10.701 2.156 50.994 24.033 7.913 6.970 3.643 14.946 2.789 10.387 13.014 4.935 6.712 1.733
Russian18 14.002 1.483 0.914 27.885 6.348 7.450 0.361 12.897 9.648 10.447 14.019 2.591 9.223 2.133 48.464 19.088 5.937 8.847 2.928 17.398 3.735 13.654 15.077 5.859 6.482 1.751
Russian19 13.022 2.084 0.972 30.514 8.355 5.633 0.452 11.300 11.912 9.019 14.833 3.113 8.425 2.294 45.371 27.184 6.045 6.259 3.353 16.663 2.686 10.363 15.473 5.791 5.755 1.753
Russian20 15.404 1.268 1.024 23.697 9.577 7.298 0.380 13.332 5.573 11.992 12.612 3.209 9.911 3.185 56.070 21.899 5.531 7.920 4.353 14.073 2.782 11.786 11.883 6.249 6.510 1.105
Russian21 13.765 1.222 0.850 27.931 8.158 8.664 0.336 13.667 7.399 12.085 13.171 2.562 11.793 2.565 45.775 25.382 5.921 7.659 3.833 15.992 3.659 11.876 12.803 3.341 6.708 1.508
Russian22 11.761 1.778 1.147 29.338 8.150 9.912 0.585 12.274 11.027 11.440 13.174 3.100 8.613 4.030 47.116 26.581 5.673 6.532 4.296 12.288 2.601 11.708 12.921 5.327 5.573 1.677
Russian23 15.852 1.411 0.898 23.870 8.730 9.654 0.355 10.993 6.400 11.217 13.532 2.680 10.301 2.890 54.772 22.824 5.821 7.004 3.798 16.655 3.552 10.243 12.031 4.517 6.190 2.435
Russian24 17.189 1.339 0.923 25.373 8.414 6.393 0.365 13.092 10.615 10.808 14.660 3.118 11.656 2.565 45.742 24.346 6.071 6.612 3.926 15.277 2.975 11.943 12.918 4.631 6.481 1.191
Russian25 13.036 1.227 0.918 27.553 6.729 10.728 0.416 10.883 6.601 10.045 16.476 2.774 9.410 2.943 56.607 22.076 6.368 7.227 3.992 14.056 2.788 10.445 11.879 5.300 6.330 1.816
Sardinian1 10.464 1.573 0.961 33.480 8.923 9.276 0.783 8.266 8.160 6.863 13.934 4.582 5.855 2.036 23.579 54.687 6.872 7.706 2.830 12.866 1.888 15.241 14.049 6.272 5.437 2.041
Sardinian2 12.048 2.436 1.145 30.430 10.289 6.044 0.431 9.328 7.754 8.466 11.752 3.688 7.180 2.503 21.756 60.631 6.703 6.933 2.654 15.892 2.791 12.057 10.644 6.389 5.906 2.772
Sardinian3 12.716 2.076 0.989 35.700 10.077 6.332 0.389 10.752 10.170 8.394 13.190 3.715 6.194 2.141 22.205 46.064 7.243 6.995 2.777 15.100 2.201 13.060 15.415 8.245 4.426 2.056
Sardinian4 10.779 1.662 0.929 33.427 7.993 5.458 0.369 8.228 7.023 6.473 15.359 3.722 8.146 1.647 24.219 65.094 7.406 8.591 2.240 12.471 1.909 12.504 12.018 4.698 3.675 2.582
Sardinian5 11.058 1.419 1.125 28.970 10.946 8.408 0.511 9.019 8.484 6.747 12.428 2.632 6.623 1.892 22.564 71.730 5.620 6.129 2.565 10.638 1.698 12.666 12.961 4.859 4.900 2.029
Sardinian6 13.151 1.736 1.129 37.658 11.776 5.425 0.404 9.036 8.082 9.114 12.705 2.937 7.679 2.339 19.582 47.861 8.987 8.273 2.803 15.078 2.720 12.359 12.734 7.655 4.491 2.909
Sardinian7 10.316 2.180 0.992 28.899 8.713 6.093 0.354 6.670 5.493 6.325 10.506 3.462 7.962 2.328 20.054 82.489 5.381 5.820 2.439 11.253 1.713 10.523 12.408 7.952 6.303 1.994
Sardinian8 9.954 1.397 0.939 32.011 9.057 5.789 0.496 8.318 10.056 7.348 11.525 4.364 5.577 1.754 23.046 75.231 6.117 5.736 2.735 11.324 1.654 10.897 11.364 6.673 3.759 1.502
Sardinian9 9.383 1.816 1.234 29.286 12.837 7.424 0.409 8.197 6.277 6.295 12.218 4.336 5.707 1.726 20.927 73.970 7.469 5.774 2.492 12.194 1.931 10.229 14.328 6.839 3.526 1.798
Sardinian10 9.810 1.306 0.629 26.133 8.342 4.089 0.252 7.056 6.112 5.923 9.621 2.541 4.632 1.689 17.895 106.197 5.704 5.000 1.888 7.959 1.718 9.824 12.647 6.394 3.314 1.950
Sardinian11 13.578 1.921 0.812 30.793 9.848 6.222 0.546 9.621 7.305 7.232 13.257 3.262 7.417 2.128 22.566 57.340 7.645 6.838 2.215 13.229 1.625 12.209 15.251 8.425 5.574 1.763
Sardinian12 10.139 1.490 0.967 27.751 9.418 4.637 0.447 7.113 6.162 6.623 12.401 2.764 5.271 1.624 20.146 92.240 6.331 4.757 2.268 11.068 1.971 12.003 11.257 4.420 3.649 1.709
Sardinian13 12.287 1.461 1.507 34.088 10.687 6.530 0.394 9.514 7.091 7.240 14.844 4.074 5.726 2.555 18.063 59.698 7.101 6.662 3.078 12.088 2.099 13.056 15.099 6.741 5.293 1.648
Sardinian14 11.600 1.876 1.118 29.599 8.579 5.373 0.482 8.297 6.860 7.913 10.202 3.307 6.481 1.746 21.003 80.450 7.557 5.712 2.702 12.202 2.433 10.459 12.300 4.417 4.530 1.424
Sardinian15 9.983 1.510 0.886 33.557 9.119 4.605 0.309 8.574 8.143 7.548 10.841 3.097 6.622 2.033 25.114 70.453 6.399 5.954 2.771 12.234 1.672 11.516 14.469 4.435 4.945 1.836
Sardinian16 11.112 1.693 0.945 30.177 7.381 7.286 0.856 10.052 6.006 7.766 11.581 3.065 5.912 2.606 24.011 68.594 9.594 4.729 3.023 12.206 2.299 9.612 14.482 5.772 5.397 2.467
Sardinian17 13.042 1.820 1.204 27.705 10.484 6.811 0.534 8.253 7.906 7.920 13.237 4.219 6.751 2.026 22.117 57.635 8.331 7.031 2.863 13.550 2.029 14.761 14.195 6.857 5.669 1.674
Sardinian18 9.393 1.375 0.998 32.816 11.047 6.351 0.302 8.768 8.562 6.736 14.817 3.090 5.876 1.776 23.185 64.285 6.782 6.566 2.143 11.942 2.190 12.916 15.216 5.165 4.593 1.734
Sardinian19 13.881 1.607 1.161 26.724 10.398 5.996 0.593 8.254 6.826 6.498 11.324 3.695 6.977 2.046 22.617 71.014 6.092 7.018 2.413 14.369 1.883 12.133 13.956 4.300 4.829 2.020
Sardinian20 11.771 1.628 0.868 30.775 8.647 6.042 0.556 10.099 7.844 8.275 11.003 2.717 6.741 2.416 24.014 68.752 5.852 5.544 3.349 11.902 1.866 10.850 13.216 7.101 3.901 2.895
Sardinian21 13.317 1.759 1.044 28.956 8.503 7.629 0.451 8.907 6.689 6.995 10.685 3.177 6.776 1.946 21.376 71.270 6.188 7.827 2.768 13.735 1.770 11.990 12.134 6.275 4.355 2.101
Sardinian22 12.465 1.479 1.115 30.167 8.923 6.091 0.704 8.464 6.764 6.653 12.189 3.511 5.644 1.824 20.619 78.318 5.710 6.550 2.154 13.387 1.903 9.397 11.513 5.515 4.735 2.828
Sardinian23 13.107 1.623 1.117 35.008 8.314 6.585 0.513 7.691 6.575 6.229 11.777 4.196 6.195 1.683 20.252 66.234 8.123 7.713 2.239 13.223 2.244 11.822 13.094 5.150 5.607 2.310
Sardinian24 10.308 2.047 1.317 33.424 12.202 5.220 0.665 8.819 6.222 8.853 11.212 4.810 7.624 1.973 19.733 63.237 6.689 7.802 3.091 13.814 1.771 9.676 13.118 6.408 5.865 2.722
Sardinian25 12.030 2.156 1.240 33.689 8.541 7.925 0.536 9.826 9.216 8.121 12.280 3.112 7.698 1.924 24.534 56.514 6.956 4.280 3.323 12.029 2.094 12.217 11.708 7.313 7.060 2.300
Sardinian26 9.616 2.061 1.090 35.093 14.627 6.304 0.663 8.252 7.866 7.569 13.491 4.177 5.794 1.782 23.584 58.228 7.464 5.829 2.430 12.366 1.972 11.266 15.685 6.218 3.393 1.807
Sardinian27 9.127 1.264 1.039 23.441 8.009 3.869 0.377 6.783 5.246 5.626 7.756 2.533 5.107 1.603 14.340 121.119 6.010 3.698 1.769 8.876 1.555 8.925 11.379 3.758 3.338 2.075
Sardinian28 11.404 1.206 0.697 24.827 8.018 7.020 0.475 6.836 7.552 7.108 10.187 2.493 6.973 1.909 19.889 96.435 6.018 4.777 2.210 10.288 1.819 9.510 11.578 3.706 4.096 1.594
Saudi1 10.331 4.752 4.341 31.775 11.018 3.100 1.741 9.981 5.046 8.353 12.987 11.306 6.750 2.110 14.600 20.421 32.267 3.502 2.890 11.488 2.267 19.880 10.612 17.493 4.182 5.430
Saudi2 13.835 3.872 3.144 35.714 9.594 5.914 1.038 12.473 4.787 10.877 17.047 5.808 7.394 2.596 18.917 26.165 13.699 5.559 3.602 16.429 2.446 14.609 15.110 8.587 6.329 3.080
Saudi3 11.931 3.870 2.309 35.274 8.385 3.145 0.969 8.957 3.016 7.261 15.081 5.364 6.129 2.294 13.370 17.605 48.264 4.941 2.706 11.105 2.432 13.762 10.066 17.334 4.809 8.244
Saudi4 12.242 2.235 1.553 33.503 8.005 3.227 0.645 8.082 3.409 7.043 13.430 3.743 5.942 2.260 15.462 20.505 42.807 3.179 2.628 12.389 1.585 15.963 9.540 26.052 4.240 8.956
Saudi5 15.017 2.842 2.073 40.564 9.596 3.490 0.630 10.312 4.583 7.660 17.129 4.772 6.344 2.593 16.423 18.031 23.496 3.420 2.984 11.490 1.640 23.956 14.020 17.180 4.491 3.888
Saudi6 13.917 7.636 4.851 36.406 7.588 3.429 1.254 10.785 4.697 9.483 13.367 13.825 7.331 2.584 15.324 21.387 15.954 4.283 3.458 15.701 3.360 17.461 12.022 11.131 5.899 5.491
Saudi7 14.204 6.104 3.103 37.022 9.424 2.890 0.953 10.378 4.624 8.041 14.709 12.676 6.830 2.036 17.066 24.848 20.460 4.506 3.324 14.232 2.255 18.005 12.225 9.033 4.457 5.217
Saudi8 12.720 3.332 2.165 34.006 8.849 4.012 0.626 9.542 5.131 7.981 13.420 4.853 6.882 2.230 14.402 23.027 32.606 4.025 2.922 11.313 2.530 19.727 15.044 17.074 5.542 4.663
Saudi9 11.591 3.084 2.066 37.510 7.766 4.101 1.084 11.413 3.875 8.993 15.603 7.914 7.242 2.221 16.955 22.704 20.871 3.882 3.122 13.542 2.174 24.344 11.911 12.667 6.467 5.522
Saudi10 14.589 5.604 4.074 35.799 8.503 4.128 1.404 11.265 3.996 11.135 20.333 7.790 8.359 2.165 18.935 21.119 11.905 8.079 3.484 17.447 2.623 14.683 14.204 8.883 5.839 2.278
Scottish1 13.404 1.759 1.006 30.021 10.715 9.961 0.430 8.864 13.491 8.189 15.102 3.429 8.089 2.607 29.772 33.268 8.655 9.701 2.900 14.127 2.104 11.941 15.672 4.966 6.312 2.139
Scottish2 14.864 1.725 1.280 27.587 8.442 8.806 0.567 9.475 11.969 7.606 16.324 4.379 9.968 2.378 32.375 28.559 5.851 11.003 2.702 16.176 2.962 11.500 16.168 7.949 5.167 2.839
Scottish3 17.901 1.851 1.049 30.435 10.857 9.541 0.373 9.519 9.969 8.607 14.378 2.957 8.405 2.253 30.136 34.685 6.340 10.578 2.715 15.999 2.502 10.618 13.834 5.153 5.757 2.211
Scottish4 17.092 1.864 0.793 32.980 10.431 8.573 0.371 9.818 9.800 7.429 16.914 3.171 6.596 2.024 33.731 29.954 6.428 9.357 3.202 16.033 2.704 13.549 14.151 4.819 4.652 2.186
Scottish5 14.846 1.496 0.911 29.145 12.241 11.419 0.526 9.857 10.536 8.860 13.333 2.922 8.273 2.076 31.079 31.160 6.995 7.420 3.499 16.258 2.739 9.212 17.041 6.659 6.915 3.202
Scottish6 14.206 1.544 0.905 28.314 8.355 11.482 0.416 9.430 8.638 7.513 15.165 2.697 8.040 1.906 35.864 32.701 8.549 9.726 3.407 13.600 2.720 13.110 16.711 5.888 6.456 1.279
She1 6.108 1.198 0.884 10.138 2.471 1.566 0.360 51.671 1.889 31.169 6.776 2.605 11.578 9.606 9.691 6.542 2.064 1.410 80.414 7.945 3.378 3.987 4.454 2.224 7.828 0.665
She2 6.191 1.396 0.987 10.706 2.812 1.366 0.525 64.562 1.764 45.319 6.559 2.968 14.764 10.412 8.680 6.910 2.290 1.342 41.058 9.038 4.559 4.724 6.317 2.658 10.010 0.708
She3 6.128 1.280 0.861 10.543 3.402 1.518 0.329 51.700 1.801 31.420 6.979 2.950 12.262 12.396 8.645 7.628 2.600 1.405 73.223 7.714 4.026 5.013 5.399 1.995 6.687 0.720
She4 6.008 1.417 1.045 10.794 3.101 1.255 0.299 61.361 1.834 34.981 7.091 2.545 11.953 11.593 8.357 6.982 2.493 1.746 61.646 8.163 3.845 5.055 5.745 2.234 6.165 0.915
She5 8.277 1.597 1.211 10.685 2.996 1.744 0.408 57.827 1.914 37.335 6.394 2.613 13.577 11.156 9.667 7.894 3.602 2.082 54.765 7.577 4.494 4.535 5.011 2.494 7.762 1.005
She6 5.573 1.319 0.856 8.737 2.559 1.593 0.365 43.503 1.577 30.309 6.349 3.104 9.183 11.554 7.184 6.400 2.566 1.171 94.792 6.525 2.882 4.645 5.318 2.324 7.464 0.771
She7 5.609 1.440 1.416 8.652 2.321 1.327 0.292 50.466 1.438 33.848 6.424 2.653 10.615 7.369 7.878 5.606 2.275 1.623 89.910 6.091 3.529 3.845 5.241 2.458 5.454 0.845
She8 5.849 1.238 0.726 9.194 2.000 1.277 0.298 54.513 3.210 32.928 5.638 2.381 10.424 11.168 7.095 6.500 2.502 1.150 82.663 7.225 3.245 3.761 4.791 1.612 6.417 0.816
She9 6.182 1.518 1.150 11.525 2.333 1.479 0.601 58.223 1.839 32.664 6.587 2.994 11.875 13.733 8.172 7.181 2.941 1.635 59.167 9.048 5.025 4.574 5.497 2.972 8.878 0.831
She10 6.663 1.608 1.332 10.911 2.747 1.476 0.563 56.848 2.223 34.998 7.869 3.407 10.167 12.572 9.423 8.029 2.643 2.432 57.593 9.591 3.310 4.993 5.850 2.397 8.016 0.962
Sindhi1 23.900 1.827 1.211 21.253 6.057 4.639 0.510 11.769 3.641 9.351 27.756 3.308 7.425 2.202 14.643 15.776 6.892 4.983 2.894 62.587 2.959 8.875 9.553 5.835 5.743 3.033
Sindhi2 25.703 1.679 1.157 23.378 5.139 3.219 0.555 13.888 4.818 11.493 28.134 4.255 8.244 3.037 17.736 16.822 4.457 3.596 3.973 54.710 2.411 7.952 9.461 4.142 6.475 2.190
Sindhi3 20.613 1.635 1.306 31.486 7.716 3.972 0.630 16.056 6.227 13.171 20.880 4.564 13.782 3.255 22.288 18.346 5.921 4.510 3.981 24.009 3.259 12.285 13.500 4.981 7.225 3.028
Sindhi4 22.013 2.277 1.537 23.434 10.222 5.999 0.551 16.474 5.812 14.846 22.737 4.369 10.850 5.452 17.051 16.195 6.615 3.695 4.217 32.700 4.517 10.606 11.601 4.586 8.771 1.497
Sindhi5 18.901 2.791 1.280 30.489 7.254 5.043 0.529 17.119 5.584 13.523 24.234 4.039 10.310 4.145 21.130 18.453 7.039 3.740 4.933 26.403 2.862 12.405 12.688 5.570 6.094 2.068
Sindhi6 20.852 5.737 4.789 28.966 6.626 3.633 0.775 14.427 5.011 11.494 19.509 9.203 10.146 3.463 18.748 17.583 6.053 3.376 4.358 27.877 2.897 13.010 12.382 7.442 6.897 3.370
Sindhi7 19.354 2.642 1.252 28.953 5.745 4.788 0.480 16.264 4.684 14.036 22.602 5.150 9.485 3.601 19.607 18.316 6.863 3.526 5.839 32.042 3.251 12.123 14.344 5.575 5.901 2.201
Sindhi8 29.560 2.021 1.478 28.710 7.297 6.514 0.492 13.956 4.264 13.705 26.404 3.886 9.982 3.108 19.877 18.122 5.229 4.460 3.672 27.208 2.879 9.887 12.052 5.222 6.291 2.346
Sindhi9 23.692 2.062 1.877 28.168 5.788 4.584 0.491 16.584 6.887 13.435 25.622 4.104 11.560 3.133 16.706 15.510 5.825 4.408 4.090 29.781 4.050 10.305 13.211 7.548 6.358 2.843
Sindhi10 22.009 2.370 1.607 28.221 5.599 5.508 0.796 18.576 5.248 14.342 18.035 5.053 12.000 3.930 18.886 16.629 6.297 4.157 5.216 30.525 4.300 10.169 12.999 6.025 7.319 2.808
Sindhi11 20.714 1.962 1.475 31.924 8.278 5.146 0.517 17.052 4.498 15.012 17.770 4.133 11.623 3.007 23.747 19.736 6.442 4.903 5.242 21.782 3.639 9.947 13.517 7.604 6.382 2.571
Sindhi12 21.980 1.993 1.344 28.247 8.128 3.993 0.650 15.282 4.782 15.189 28.261 3.782 10.606 4.572 17.099 16.933 7.278 5.482 4.927 26.124 3.485 10.899 10.129 6.853 8.204 2.402
Sindhi13 27.784 2.029 1.267 26.150 6.004 3.562 0.899 17.844 5.320 14.961 20.803 3.610 8.456 4.269 18.504 16.767 6.041 4.923 5.664 32.644 3.664 9.255 13.694 5.723 6.685 2.100
Sindhi14 20.099 1.831 2.035 26.671 6.662 3.885 0.764 13.879 5.935 13.350 25.291 3.675 8.360 4.457 21.498 17.029 5.448 4.178 4.624 35.524 2.344 8.227 14.263 7.599 8.755 2.238
Sindhi15 25.604 1.881 1.269 34.037 5.699 4.429 0.549 15.012 4.735 13.056 26.016 3.521 9.778 3.037 18.742 16.450 6.188 5.077 3.733 27.097 3.923 12.638 11.564 6.973 5.855 1.761
Sindhi16 27.519 1.642 1.171 22.599 7.197 4.676 0.514 17.955 5.860 14.880 21.385 4.108 10.660 3.899 20.543 17.672 7.410 4.625 4.419 28.937 4.101 10.444 12.956 5.885 6.084 1.483
Sindhi17 19.145 1.802 1.048 25.091 7.814 5.458 0.366 14.770 4.509 14.006 19.717 3.899 10.346 3.734 19.885 18.581 6.091 5.433 5.679 37.030 3.543 12.197 12.971 5.274 8.493 1.741
Sindhi18 48.078 1.566 0.979 22.256 8.607 2.433 0.530 12.928 4.716 8.906 40.726 3.586 7.437 2.269 12.003 16.084 4.972 4.649 3.553 28.001 2.275 10.618 10.087 4.920 5.081 1.363
Sindhi19 25.512 1.765 1.065 29.796 8.441 3.777 0.457 15.771 5.411 12.504 18.862 3.528 9.065 3.358 20.670 19.415 6.692 4.908 4.159 31.390 3.152 10.152 13.815 6.872 6.915 1.172
Sindhi20 19.712 2.107 1.388 31.607 6.604 5.246 0.484 15.182 5.317 12.355 20.961 3.527 10.333 3.373 18.568 18.179 5.185 5.324 4.059 34.731 3.624 14.106 13.480 4.953 6.474 1.744
Sindhi21 22.771 2.160 1.580 30.380 8.062 4.588 0.686 17.451 5.460 13.217 18.149 4.308 10.887 4.713 19.288 16.726 5.936 3.547 4.569 31.983 3.667 11.318 12.432 6.268 6.790 1.688
Sindhi22 21.470 2.392 1.585 31.587 6.640 4.366 0.599 18.156 4.217 14.364 20.705 4.374 10.712 3.463 20.489 19.959 6.771 6.694 5.016 21.900 3.618 10.516 12.108 6.992 7.629 2.303
Sindhi23 33.175 1.462 1.283 25.224 6.032 9.366 0.695 12.030 4.249 9.667 31.006 2.874 9.639 4.155 21.020 18.261 6.068 4.739 4.310 23.859 2.907 12.829 10.525 4.213 7.635 1.398
Surui1 0.550 0.181 0.101 1.097 0.280 0.229 0.040 1.742 0.324 1.255 0.632 0.427 6.857 0.406 0.887 0.875 0.289 0.178 0.418 0.679 249.314 0.444 0.560 0.272 0.364 0.220
Surui2 1.080 0.210 0.159 2.238 0.459 0.297 0.054 3.233 0.345 2.645 1.142 0.437 13.285 0.994 1.790 1.392 0.511 0.241 0.753 1.247 232.685 0.938 1.022 0.327 0.937 0.201
Surui3 1.043 0.229 0.143 2.491 0.760 0.308 0.062 4.368 0.381 3.745 1.160 0.393 20.974 1.083 1.830 1.618 0.490 0.427 1.013 1.314 220.948 0.698 1.620 0.434 0.901 0.188
Surui4 1.129 0.325 0.332 2.200 0.570 0.270 0.083 3.598 0.336 2.984 1.195 0.698 20.970 0.581 1.704 1.090 0.407 0.308 0.723 1.407 223.571 1.044 1.591 0.403 0.916 0.188
Surui5 2.502 0.450 0.263 3.875 0.940 0.495 0.115 7.743 0.740 7.019 2.456 0.809 30.128 1.312 3.876 2.484 0.681 0.777 2.586 3.049 187.337 2.029 2.568 0.899 3.148 0.342
Surui6 3.295 0.699 0.327 4.646 1.069 0.877 0.158 9.132 0.716 7.835 3.386 1.479 57.270 1.578 4.375 2.715 1.048 0.785 1.907 2.958 154.732 1.658 1.967 1.034 2.682 0.295
Surui7 2.321 0.455 0.223 2.745 0.576 0.418 0.084 4.393 0.368 4.208 1.620 0.601 15.024 1.103 2.508 1.613 0.565 0.300 1.646 1.832 221.821 0.825 1.127 0.587 1.438 0.222
Surui8 1.287 0.267 0.179 2.059 0.531 0.314 0.067 4.243 0.567 4.080 1.293 0.611 16.984 1.035 1.653 1.579 0.452 0.284 1.055 1.620 224.007 1.282 0.861 0.453 1.644 0.215
Syrian1 13.827 1.935 1.408 33.698 13.089 6.489 0.513 11.928 4.835 9.367 16.320 4.343 8.051 2.797 27.065 26.134 9.492 5.143 3.088 17.146 2.888 13.101 17.601 8.035 6.652 3.676
Syrian2 15.183 2.931 1.907 32.332 9.122 6.857 1.176 11.825 6.045 10.174 19.743 5.018 9.102 2.954 27.420 20.599 10.049 5.514 4.223 17.582 2.784 11.070 14.842 8.765 7.617 3.790
Syrian3 15.350 1.942 1.140 36.194 10.265 6.691 0.544 9.974 6.731 8.651 15.717 4.076 9.845 2.190 22.243 25.493 11.940 7.272 3.166 16.323 3.230 16.054 15.179 10.191 6.041 2.181
Syrian4 13.640 4.733 3.648 37.664 10.753 6.742 1.054 10.142 4.681 9.537 16.149 6.027 9.338 2.322 22.257 27.436 10.050 5.924 3.726 15.454 2.338 12.190 16.299 8.935 5.330 2.255
Syrian5 16.411 3.330 2.316 35.238 11.461 6.817 0.799 10.920 6.416 11.021 15.260 6.484 8.328 2.276 22.030 24.111 12.880 3.501 3.645 17.586 3.436 14.076 16.179 6.185 6.341 1.576
Syrian6 18.018 2.383 1.205 37.586 8.843 6.606 0.515 11.578 6.383 9.192 15.921 3.514 7.819 2.741 21.897 23.948 9.049 5.861 3.139 15.235 2.625 15.662 18.687 10.307 6.283 3.625
Syrian7 14.577 2.303 1.596 45.086 7.483 5.287 0.742 11.058 6.106 9.916 14.026 5.119 7.386 2.875 22.568 27.264 10.654 4.687 3.031 15.436 2.632 15.184 15.243 10.231 6.220 1.911
Syrian8 13.692 3.729 2.098 36.644 9.930 5.571 1.319 8.093 5.782 7.972 13.833 5.798 6.744 2.521 18.796 27.310 10.256 3.494 2.781 14.740 2.209 35.896 14.181 7.491 5.710 2.032
Syrian9 15.234 3.913 3.471 26.098 8.331 4.124 1.752 11.358 4.086 9.795 17.134 8.933 7.478 2.626 15.428 19.343 18.970 4.485 4.202 15.807 2.907 32.266 11.949 10.135 5.603 3.196
Syrian10 15.393 3.183 2.060 38.662 9.432 3.675 0.801 13.546 4.873 11.538 16.642 6.277 11.047 3.466 19.266 24.753 7.995 4.420 3.841 17.880 3.166 14.014 14.028 8.015 7.765 2.885
Syrian11 14.921 1.523 1.305 31.565 10.843 2.663 0.783 11.545 5.285 9.201 16.683 3.885 7.438 2.102 16.286 21.693 19.573 5.731 2.569 14.320 2.310 30.773 15.244 13.366 4.929 2.087
Syrian12 20.435 2.658 2.603 40.548 8.681 5.921 1.403 11.314 6.096 8.582 17.447 4.749 7.313 2.664 19.500 24.154 9.828 4.010 3.456 16.619 2.478 15.757 15.214 8.503 6.557 2.131
Syrian13 12.979 5.563 2.397 30.370 7.887 5.775 1.842 18.187 4.552 13.943 15.633 8.660 7.958 5.182 16.937 16.598 8.702 3.598 4.863 13.136 2.651 29.998 16.027 7.191 5.614 2.378
Syrian14 11.954 3.679 1.929 30.467 7.279 3.697 0.548 10.519 4.756 8.772 15.628 10.533 8.201 2.625 17.313 19.128 13.416 3.527 3.445 12.753 2.902 43.897 16.130 7.439 4.521 3.567
Syrian15 16.321 2.911 1.908 40.031 8.770 4.939 0.870 10.224 5.436 8.068 15.798 3.919 8.324 2.401 19.178 26.573 8.491 4.249 2.557 14.830 2.316 28.667 13.962 9.255 6.177 2.448
Syrian16 17.177 3.288 1.451 37.589 9.801 4.879 0.722 11.324 7.776 9.371 19.211 4.786 8.165 2.789 20.671 26.255 10.440 5.170 3.547 17.334 3.506 12.853 13.499 7.681 6.167 3.166
Turkish1 17.742 1.841 1.094 34.657 9.765 4.401 0.601 13.521 6.940 14.071 18.129 3.122 8.120 3.964 24.797 24.316 8.185 4.048 4.471 14.278 2.618 15.559 14.097 7.877 7.833 2.579
Turkish2 14.434 1.503 1.396 33.290 7.582 6.604 0.352 17.664 7.011 15.086 15.685 3.658 9.206 3.247 23.573 23.628 7.273 6.404 4.652 14.207 2.590 13.332 19.287 5.309 9.569 2.082
Turkish3 18.921 2.716 1.223 38.555 8.104 5.458 0.353 12.331 6.485 9.535 13.924 3.401 8.558 3.874 21.223 22.782 7.797 7.377 3.177 18.660 3.257 16.651 15.395 8.806 6.351 3.708
Turkish4 14.192 2.691 1.138 32.462 7.399 5.417 0.518 17.356 6.674 13.733 16.668 4.109 11.466 3.850 21.892 26.179 7.058 9.007 4.257 14.220 3.214 14.782 15.530 6.950 6.265 1.595
Turkish5 17.489 1.651 1.397 38.219 9.591 5.855 0.489 12.454 6.848 10.946 15.972 3.121 9.469 3.198 18.695 26.251 9.802 4.391 5.471 13.941 2.469 15.967 18.754 7.673 5.882 2.630
